mp_comeback,add,-1408,-314,216,0,45,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,-1213,-980,343,0,85,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,-240,-334,222,0,180,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,1201,-1325,274,0,115,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,313,-1105,294,0,0,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,1104,-940,287,0,0,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,-770,-1461,343,0,40,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,-909,-726,351,0,345,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,301,-187,215,0,120,0,mp_ball_spawn,,,axis_override,,
mp_comeback,add,-451,918,327,0,180,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,-657,1468,327,0,345,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,-196,1615,327,0,290,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,632,-212,279,0,280,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,1213,-512,279,0,90,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,1399,163,279,0,200,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,336,1173,375,0,90,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,880,906,383,0,235,0,mp_ball_spawn,,,allies_override,,
mp_comeback,add,-312,227,215,0,300,0,mp_ball_spawn,,,allies_override,,
mp_comeback:4,move,-490,959,327,0,180,0 # ctf spawn originally around -1121 1043 327,mp_ctf_spawn,,,allies_override,,
mp_comeback:5,move,-631,367,215,0,90,0 # ctf spawn originally around -630 271 215,mp_ctf_spawn,,,axis_override,,
mp_comeback:7,move,-1444,-684,231,0,80,0 # ctf spawn originally at -1410.9 -288.7 176,mp_ctf_spawn,,,,,
mp_comeback:9,move,-1125,-236,218,0,45,0 # ctf spawn originally around -517 -778 211,mp_ctf_spawn,,,axis_override,,
mp_comeback:13,move,631,-356,279,0,270,0 # ctf spawn originally around 640 -202 279,mp_ctf_spawn,,,allies_override,,
mp_comeback,add,357,-1067,287,0,0,0,mp_ctf_spawn,,,axis_override,,
mp_comeback,add,-1406,507,231,0,90,0,mp_ctf_spawn,,,axis_override,,
mp_comeback:0,move,-1028.9,-1503.2,307.0,0,65.4,0 # ctf spawn originally at 1237.4 -1270.1 219,mp_ctf_spawn_allies_start,,,,,
mp_comeback:1,move,-979.6,-1418.0,307.0,0,51.1,0 # ctf spawn originally at 1178.3 -1332.1 233,mp_ctf_spawn_allies_start,,,,,
mp_comeback:2,move,-1172.0,-1434.5,317.0,0,58.1,0 # ctf spawn originally at 1166.4 -1273.9 219,mp_ctf_spawn_allies_start,,,,,
mp_comeback:3,move,-1167.7,-1366.2,315.0,0,63.1,0 # ctf spawn originally at 1095 -1249.7 219,mp_ctf_spawn_allies_start,,,,,
mp_comeback:4,move,-1106.9,-1408.7,315.0,0,60.1,0 # ctf spawn originally at 1041.9 -1310.7 219,mp_ctf_spawn_allies_start,,,,,
mp_comeback:5,move,-1108.1,-1472.2,321.0,0,63.1,0 # ctf spawn originally at 1119.6 -1321.4 227,mp_ctf_spawn_allies_start,,,,,
mp_comeback:6,move,-1048.9,-1441.6,307.0,0,62.1,0 # ctf spawn originally at 1062.8 -1369.1 227,mp_ctf_spawn_allies_start,,,,,
mp_comeback:7,move,-1044.0,-1366.4,307.0,0,64.1,0 # ctf spawn originally at 1126.6 -1394.8 229,mp_ctf_spawn_allies_start,,,,,
mp_comeback:8,move,-1116.7,-1330.9,307.0,0,65.1,0 # ctf spawn originally at 1164.8 -1212 219,mp_ctf_spawn_allies_start,,,,,
mp_comeback:0,move,323,-1100,292,0,0,0 # dom spawn originally around 1195 -1331 275,mp_dom_spawn,,,a_override,,
mp_comeback:1,move,1401,64,276,0,225,0 # dom spawn originally around 1407 152 279,mp_dom_spawn,,,c_override,,
mp_comeback:3,move,-868,-438,216,0,0,0 # dom spawn originally around -1178 -1156 344,mp_dom_spawn,,,a_override,,
mp_comeback:4,move,43,-1408,287,0,90,0 # dom spawn originally around 120 -1572 287,mp_dom_spawn,,,a_override,,
mp_comeback:5,move,891,904,383,0,225,0 # dom spawn originally around 456 817 215,mp_dom_spawn,,,c_override,,
mp_comeback:7,move,1220,-1294,272,0,180,0 # dom spawn originally around 623 -193 280,mp_dom_spawn,,,b_override,,
mp_comeback:8,move,-1206,-1556,345,0,45,0 # dom spawn originally around -810 -1517 346,mp_dom_spawn,,,a_override,,
mp_comeback:9,move,-576,1268,327,0,225,0 # dom spawn originally around -644 1464 327,mp_dom_spawn,,,c_override,,
mp_comeback:10,move,-902,-727,351,0,0,0 # dom spawn originally around -520 -808 217,mp_dom_spawn,,,a_override,,
mp_comeback:11,move,-1358,448,231,0,270,0 # dom spawn originally around -631 276 215,mp_dom_spawn,,,b_override,,
mp_comeback:12,move,1321,1555,375,0,225,0 # dom spawn originally around 1188 1541 375,mp_dom_spawn,,,c_override,,
mp_comeback:13,move,907,451,278,0,180,0 # dom spawn originally around 1271 1304 375,mp_dom_spawn,,,c_override,,
mp_comeback:14,move,1234,-472,279,0,90,0 # dom spawn originally around 1352 -519 273,mp_dom_spawn,,,b_override,,
mp_comeback:15,move,-1156,1066,327,0,0,0 # dom spawn originally around -1156 1066 327,mp_dom_spawn,,,b_override,,
mp_comeback,add,1041,-727,423,0,135,0,mp_dom_spawn,,,b_override,,
mp_comeback,add,-1130,693,327,0,0,0,mp_dom_spawn,,,b_override,,
mp_comeback:2,move,1345,-7,271,0,225,0 # hp spawn originally around 1168 1516 375,mp_hp_spawn,,,,,
mp_comeback:4,move,407,1655,375,0,190,0 # hp spawn at same spot but with a new facing,mp_hp_spawn,,,,,
mp_comeback:5,move,-698,366,211,0,45,0 # hp spawn originally around -35 1638 327,mp_hp_spawn,,,,,
mp_comeback:6,move,1249,-475,279,0,135,0 # hp spawn originally around 963 -1366 279,mp_hp_spawn,,,,,
mp_comeback:7,move,67,1002,273,0,225,0 # hp spawn originally around -265 856 215,mp_hp_spawn,,,,,
mp_comeback:8,move,247,767,208,0,315,0 # hp spawn originally around 455 792 215,mp_hp_spawn,,,,,
mp_comeback:9,move,-911,-728,351,0,0,0 # hp spawn originally around -1185 -1175 345,mp_hp_spawn,,,,,
mp_comeback:10,move,981,478,279,0,180,0 # hp spawn at same spot but with a new facing,mp_hp_spawn,,,,,
mp_comeback:11,move,-1338,-292,211,0,70,0 # hp spawn originally around 461 -933 287,mp_hp_spawn,,,,,
mp_comeback:12,move,519,-610,279,0,45,0 # hp spawn originally around 369 -1281 287,mp_hp_spawn,,,,,
mp_comeback:13,move,102,-1400,287,0,110,0 # hp spawn originally around 136 -1583 287,mp_hp_spawn,,,,,
mp_comeback:15,move,-295,-775,214,0,0,0 # hp spawn originally around -512 -805 216,mp_hp_spawn,,,,,
mp_comeback:17,move,-863,-387,215,0,90,0 # hp spawn originally around -863 -466 227,mp_hp_spawn,,,,,
mp_comeback:2,move,1345,611,335,0,260,0 # tdm spawn originally at 1404.6 163.7 236,mp_tdm_spawn,,,,,
mp_comeback:4,move,-1197,-1576,296,0,84,0 # tdm spawn originally at -1192 -1159.5 296,mp_tdm_spawn,,,,,
mp_comeback:9,move,-1448,-684,231,0,75,0 # tdm spawn originally at -1410.9 -288.7 176,mp_tdm_spawn,,,,,
mp_comeback,add,251,-333,167,0,110,0,mp_tdm_spawn,,,,,
mp_comeback,add,-330,254,167,0,300,0,mp_tdm_spawn,,,,,
mp_comeback,add,508,-924,262,0,182,0,mp_tdm_spawn,,,,,
mp_comeback,add,904,910,335,0,209,0,mp_tdm_spawn,,,,,
mp_comeback,add,-909,-721,303,0,352,0,mp_tdm_spawn,,,,,
mp_comeback,add,814,-945,239,0,154,0,mp_tdm_spawn,,,,,
mp_comeback:0,move,1345,-7,271,0,225,0 # twar spawn originally around 1220 1459 375,mp_twar_spawn,,,,,
mp_comeback:1,move,-770,-726,352,0,321,0 # twar spawn originally around -999 -1094 343,mp_twar_spawn,,,,,
mp_comeback:2,move,247,767,208,0,315,0 # twar spawn originally around 469 778 215,mp_twar_spawn,,,,,
mp_comeback:3,move,167,1649,362,0,255,0 # twar spawn originally around 397 1655 375,mp_twar_spawn,,,,,
mp_comeback:4,move,868,764,384,0,152,0 # twar spawn originally around -1420 -677 279,mp_twar_spawn,,,,,
mp_comeback:5,move,-295,-775,214,0,0,0 # twar spawn originally around 474 -928 287,mp_twar_spawn,,,,,
mp_comeback:6,move,165,-1360,288,0,118,0 # twar spawn originally around 130 -1579 287,mp_twar_spawn,,,,,
mp_comeback:7,move,-1185,-1477,346,0,13,0 # twar spawn originally around -1136 -1457 343,mp_twar_spawn,,,,,
mp_comeback:10,move,519,-610,279,0,45,0 # twar spawn originally around 979 -1366 278,mp_twar_spawn,,,,,
mp_comeback:11,move,-698,366,211,0,45,0 # twar spawn originally around -1138 1054 327,mp_twar_spawn,,,,,
mp_comeback:12,move,-863,-387,215,0,90,0 # twar spawn originally around -525 -780 212,mp_twar_spawn,,,,,
mp_comeback:13,move,981,478,279,0,180,0 # twar spawn originally around 1356 614 383,mp_twar_spawn,,,,,
mp_comeback:15,move,-1365,920,327,0,272,0 # twar spawn originally around -1297 1066 327,mp_twar_spawn,,,,,
mp_comeback,add,-1338,-292,211,0,70,0,mp_twar_spawn,,,,,
mp_comeback,add,1249,-475,279,0,135,0,mp_twar_spawn,,,,,
