0,none,KILLSTREAKS_NONE,KILLSTREAKS_NONE_DESC,,0,,,
1,uav_assist_points,KILLSTREAKS_UAV_ASSIST_POINTS,KILLSTREAKS_UAV_ASSIST_POINTS_DESC,uav,50,,,ks_mod_uav_assist
2,uav_scrambler,KILLSTREAKS_UAV_SCRAMBLER,KILLSTREAKS_UAV_SCRAMBLER_DESC,uav,200,,,ks_mod_uav_scrambler
3,uav_increased_time,KILLSTREAKS_UAV_INCREASED_TIME,KILLSTREAKS_UAV_INCREASED_TIME_DESC,uav,100,,,ks_mod_uav_time
4,uav_advanced_updates,KILLSTREAKS_UAV_ADVANCED_UPDATES,KILLSTREAKS_UAV_ADVANCED_UPDATES_DESC,uav,50,,,ks_mod_uav_adv
5,uav_enemy_direction,KILLSTREAKS_UAV_ENEMY_DIRECTION,KILLSTREAKS_UAV_ENEMY_DIRECTION_DESC,uav,200,,,ks_mod_uav_dir
6,uav_paint_outline,KILLSTREAKS_UAV_PAINT_OUTLINE,KILLSTREAKS_UAV_PAINT_OUTLINE_DESC,uav,300,,,ks_mod_uav_paint
7,uav_orbit,KILLSTREAKS_UAV_ORBIT,KILLSTREAKS_UAV_ORBIT_DESC,uav,300,,,ks_mod_uav_orbit
8,uav_support,KILLSTREAKS_SUPPORT_MODULE,KILLSTREAKS_SUPPORT_MODULE_DESC,uav,300,,1,ks_mod_uav_support
9,sentry_rocket_turret,KILLSTREAKS_SENTRY_ROCKET,KILLSTREAKS_SENTRY_ROCKET_DESC,remote_mg_sentry_turret,100,0,,ks_mod_sentry_rocket
10,sentry_energy_turret,KILLSTREAKS_SENTRY_ENERGY,KILLSTREAKS_SENTRY_ENERGY_DESC,remote_mg_sentry_turret,100,0,,ks_mod_sentry_energy
11,sentry_rippable,KILLSTREAKS_SENTRY_RIPPABLE,KILLSTREAKS_SENTRY_RIPPABLE_DESC,remote_mg_sentry_turret,100,,,ks_mod_sentry_rippable
12,sentry_360,KILLSTREAKS_SENTRY_360,KILLSTREAKS_SENTRY_360_DESC,remote_mg_sentry_turret,100,,,ks_mod_sentry_360
13,sentry_heavy_resistance,KILLSTREAKS_SENTRY_RESIST,KILLSTREAKS_SENTRY_RESIST_DESC,remote_mg_sentry_turret,100,,,ks_mod_sentry_resist
15,sentry_guardian,KILLSTREAKS_SENTRY_AI,KILLSTREAKS_SENTRY_AI_DESC,remote_mg_sentry_turret,200,,,ks_mod_sentry_ai
16,sentry_support,KILLSTREAKS_SUPPORT_MODULE,KILLSTREAKS_SUPPORT_MODULE_DESC,remote_mg_sentry_turret,600,,1,ks_mod_sentry_support
17,missile_strike_cluster,KILLSTREAKS_MISSILE_STRIKE_CLUSTER,KILLSTREAKS_MISSILE_STRIKE_CLUSTER_DESC,missile_strike,50,0,,ks_mod_missile_cluster
18,missile_strike_hellfire,KILLSTREAKS_MISSILE_STRIKE_HELLFIRE,KILLSTREAKS_MISSILE_STRIKE_HELLFIRE_DESC,missile_strike,100,0,,ks_mod_missile_hellfire
19,missile_strike_chem,KILLSTREAKS_MISSILE_STRIKE_CHEM,KILLSTREAKS_MISSILE_STRIKE_CHEM_DESC,missile_strike,150,0,,ks_mod_missile_chem
20,missile_strike_extra_1,KILLSTREAKS_MISSILE_STRIKE_EXTRA,KILLSTREAKS_MISSILE_STRIKE_EXTRA_DESC,missile_strike,100,,,ks_mod_missile_extra
21,missile_strike_extra_2,KILLSTREAKS_MISSILE_STRIKE_EXTRA,KILLSTREAKS_MISSILE_STRIKE_EXTRA_DESC,missile_strike,100,,,ks_mod_missile_extra
22,orbital_strike_laser_beam,KILLSTREAKS_ORBITAL_STRIKE_LASER_BEAM,KILLSTREAKS_ORBITAL_STRIKE_LASER_BEAM_DESC,orbital_strike_laser,200,,,ks_mod_laser_beam
23,orbital_strike_laser_burst1,KILLSTREAKS_ORBITAL_STRIKE_LASER_BURST1,KILLSTREAKS_ORBITAL_STRIKE_LASER_BURST_DESC,orbital_strike_laser,150,,,ks_mod_laser_burst
