category_daily,,CHALLENGE_DAILY_CHALLENGE,daily_challenges,ui_challenge_wildcards,,
category_weapon,,CHALLENGE_WEAPON_CHALLENGES,,ui_challenge_weapon_challenges,,
category_exo,,MPUI_EXO_SUIT,,ui_challenge_exo,,
category_operations,,CHALLENGE_OPERATIONS,,ui_challenge_operations,,
category_gamemodes,,MENU_GAME_TYPES,,ui_challenge_game_modes,,
category_equipment,,LUA_MENU_CH_ATTACHMENTS,attachment,ui_challenge_attachments,,
category_scorestreaks,,LUA_MENU_SCORESTREAKS,scorestreak,ui_challenge_scorestreaks,,
category_perks,,CHALLENGE_PERKS,perks,ui_challenge_perks_1,,
category_wildcards,,LUA_MENU_WILDCARDS,wildcard,ui_challenge_wildcards,,
category_grapple,,CHALLENGE_GRAPPLE,grapple_challenges,ui_challenge_exo_abilities,,
sub_category_weapon_total_mastery,category_weapon,CHALLENGE_WEAPON_CLASS,,ui_challenge_weapon_challenges,,
sub_category_weapon_ar,category_weapon,WEAPON_ASSAULTRIFLES,,ui_challenge_ars,,
sub_category_weapon_smg,category_weapon,WEAPON_SMGS,,ui_challenge_smgs,,
sub_category_weapon_shotgun,category_weapon,WEAPON_SHOTGUNS,,ui_challenge_shotguns,,
sub_category_weapon_sniper,category_weapon,WEAPON_SNIPERRIFLES,,ui_challenge_sniper_rifles,,
sub_category_weapon_heavy,category_weapon,WEAPON_BEAM,,ui_challenge_heavy_weapons,,
sub_category_weapon_special,category_weapon,CHALLENGE_SPECIAL_WEAPONS,,ui_challenge_special_weapons,,
sub_category_weapon_pistol,category_weapon,LUA_MENU_CH_PISTOLS,,ui_challenge_pistols,,
sub_category_weapon_launcher,category_weapon,MPUI_ROCKETS,,ui_challenge_launchers,,
sub_category_exo_launcher,category_exo,MENU_EXO_LAUNCHER,exolauncher,ui_challenge_exo,,
sub_category_exo_abilities,category_exo,CHALLENGE_EXO_ABILITIES,exoabilities,ui_challenge_exo_abilities,,
sub_category_exo_mechanics,category_exo,CHALLENGE_EXO_MECHANICS,exomechanic,ui_challenge_exo_mechanics,,
sub_category_bootcamp,category_operations,CHALLENGE_BOOT_CAMP,bootcamp,ui_challenge_boot_camp,,
sub_category_precision,category_operations,CHALLENGE_PRECISION,precision,ui_challenge_precision,,
sub_category_humiliation,category_operations,CHALLENGE_HUMILIATION,humiliation,ui_challenge_humiliation,,
sub_category_killer,category_operations,CHALLENGE_KILLER,killer,ui_challenge_killer,,
sub_category_deathmatch,category_gamemodes,MPUI_DEATHMATCH,ffa,ui_challenge_deathmatch,,
sub_category_tdm,category_gamemodes,MENU_TEAM_DEATHMATCH,tdm,ui_challenge_team_deathmatch,,
sub_category_dom,category_gamemodes,MPUI_DOMINATION,dom,ui_challenge_domination,,
sub_category_momentum,category_gamemodes,MPUI_TWAR,twar,ui_challenge_momentum,,
sub_category_ctf,category_gamemodes,MENU_CAPTURE_THE_FLAG,ctf,ui_challenge_capture_the_flag,,
sub_category_sd,category_gamemodes,LUA_MENU_SEARCH_AND_DESTROY,sd,ui_challenge_search_and_destroy,,
sub_category_sr,category_gamemodes,LUA_MENU_SR,sr,ui_challenge_search_and_rescue,,
sub_category_hardpoint,category_gamemodes,MPUI_HP,hp,ui_challenge_hardpoint,,
sub_category_confirmed,category_gamemodes,LUA_MENU_CONF,conf,ui_challenge_kill_confirmed,,
sub_category_uplink,category_gamemodes,MPUI_BALL,ball,ui_challenge_uplink,,
sub_category_infected,category_gamemodes,CHALLENGE_INFECTED,infect,ui_challenge_infected,,
sub2_total_mastery_marksman,sub_category_weapon_total_mastery,CHALLENGE_TOTAL_MARKSMAN_MASTERY,marksman_total_mastery,ui_challenge_weapon_challenges,,
sub2_total_mastery_camo,sub_category_weapon_total_mastery,CHALLENGE_TOTAL_CAMO_MASTERY,camo_total_mastery,ui_challenge_weapon_challenges,,
sub2_ar_class_marksman,sub_category_weapon_ar,CHALLENGE_CLASS_MARKSMAN,marksman_class_ar,ui_challenge_ars,,
sub2_ar_dlcgun1,sub_category_weapon_ar,WEAPON_MDLC1_DLCGUN1,challenge_iw5_dlcgun1,weapon_dlcgun1,300,152
sub2_ar_stg44,sub_category_weapon_ar,MDLC4_DLCGUN6,challenge_iw5_stg44,,,
sub2_ar_ak47,sub_category_weapon_ar,DLC4_DLCGUN7LOOT0,challenge_iw5_ak47,,,
sub2_ar_m16,sub_category_weapon_ar,DLC4_DLCGUN7LOOT6,challenge_iw5_m16,,,
sub2_ar_garand,sub_category_weapon_ar,MDLC6_DLCGUN23,challenge_iw5_garand,,,
sub2_ar_leveraction,sub_category_weapon_ar,MDLC6_DLCGUN33,challenge_iw5_leveraction,,,
sub2_ar_bal27,sub_category_weapon_ar,WEAPON_BAL27,challenge_iw5_bal27,weapon_bal27,300,152
sub2_ar_ak12,sub_category_weapon_ar,WEAPON_AK12,challenge_iw5_ak12,weapon_ak12,300,152
sub2_ar_arx160,sub_category_weapon_ar,WEAPON_ARX160,challenge_iw5_arx160,weapon_arx160,300,152
sub2_ar_hbra3,sub_category_weapon_ar,WEAPON_HBRA3,challenge_iw5_hbra3,weapon_hbra3,300,152
sub2_ar_himar,sub_category_weapon_ar,WEAPON_HIMAR,challenge_iw5_himar,weapon_himar,300,152
sub2_ar_mk14,sub_category_weapon_ar,WEAPON_M182SPR,challenge_iw5_m182spr,weapon_m182spr,300,152
sub2_smg_class_marksman,sub_category_weapon_smg,CHALLENGE_CLASS_MARKSMAN,marksman_class_smg,ui_challenge_smgs,,
sub2_smg_mp40,sub_category_weapon_smg,MDLC5_DLCGUN18,challenge_iw5_mp40,,,
sub2_smg_sten,sub_category_weapon_smg,MDLC6_DLCGUN28,challenge_iw5_sten,,,
sub2_smg_repulsor,sub_category_weapon_smg,MDLC6_DLCGUN38,challenge_iw5_repulsor,,,
sub2_smg_kf5,sub_category_weapon_smg,WEAPON_KF5,challenge_iw5_kf5,weapon_kf5,300,152
sub2_smg_mp11,sub_category_weapon_smg,WEAPON_MP11,challenge_iw5_mp11,weapon_mp11,300,152
sub2_smg_asm1,sub_category_weapon_smg,WEAPON_ASM1,challenge_iw5_asm1,weapon_asm1,300,152
sub2_smg_sn6,sub_category_weapon_smg,WEAPON_SN6,challenge_iw5_sn6,weapon_sn6,300,152
sub2_smg_sac3,sub_category_weapon_smg,WEAPON_SAC3,challenge_iw5_sac3,weapon_sac3,300,152
sub2_smg_hmr9,sub_category_weapon_smg,WEAPON_HMR9,challenge_iw5_hmr9,weapon_hmr9,300,152
sub2_shotgun_class_marksman,sub_category_weapon_shotgun,CHALLENGE_CLASS_MARKSMAN,marksman_class_shotgun,ui_challenge_shotguns,,
sub2_shotgun_dlcgun4,sub_category_weapon_shotgun,MDLC3_DLCGUN4,challenge_iw5_dlcgun4,weapon_dlcgun4,300,152
sub2_shotgun_cel3,sub_category_weapon_shotgun,DLC4_DLCGUN8LOOT1,challenge_iw5_cel3,,,
sub2_shotgun_tac19,sub_category_weapon_shotgun,WEAPON_UTS19,challenge_iw5_uts19,weapon_uts19,300,152
sub2_shotgun_rhino,sub_category_weapon_shotgun,WEAPON_RHINO,challenge_iw5_rhino,weapon_rhino,300,152
sub2_shotgun_maul,sub_category_weapon_shotgun,WEAPON_870G,challenge_iw5_maul,weapon_maul,300,152
sub2_sniper_class_marksman,sub_category_weapon_sniper,CHALLENGE_CLASS_MARKSMAN,marksman_class_sniper,ui_challenge_sniper_rifles,,
sub2_sniper_dragunov,sub_category_weapon_sniper,MDLC4_DLCGUN6LOOT5,challenge_iw5_dragunov,,,
sub2_sniper_lynx,sub_category_weapon_sniper,WEAPON_GM6,challenge_iw5_gm6,weapon_gm6,300,152
sub2_sniper_mors,sub_category_weapon_sniper,WEAPON_MORS,challenge_iw5_mors,weapon_mors,300,152
sub2_sniper_m990,sub_category_weapon_sniper,WEAPON_M990,challenge_iw5_m990,weapon_m990,300,152
sub2_sniper_thor,sub_category_weapon_sniper,WEAPON_THOR,challenge_iw5_thor,weapon_thor,300,152
sub2_heavy_class_marksman,sub_category_weapon_heavy,CHALLENGE_CLASS_MARKSMAN,marksman_class_heavy,ui_challenge_heavy_weapons,,
sub2_heavy_dlcgun2,sub_category_weapon_heavy,MDLC2_DLCGUN2,challenge_iw5_dlcgun2,weapon_dlcgun2,300,152
sub2_heavy_em1,sub_category_weapon_heavy,WEAPON_EM1,challenge_iw5_em1,weapon_em1,300,152
sub2_heavy_lsat,sub_category_weapon_heavy,WEAPON_LSAT,challenge_iw5_lsat,weapon_lsat,300,152
sub2_heavy_exoweapon,sub_category_weapon_heavy,WEAPON_EXOXMG,challenge_iw5_exoxmg,weapon_exoxmg,300,152
sub2_heavy_epm3,sub_category_weapon_heavy,WEAPON_EPM3,challenge_iw5_epm3,weapon_epm3,300,152
sub2_heavy_asaw,sub_category_weapon_heavy,WEAPON_ASAW,challenge_iw5_asaw,weapon_asaw,300,152
sub2_special_class_marksman,sub_category_weapon_special,CHALLENGE_CLASS_MARKSMAN,marksman_class_special,ui_challenge_special_weapons,,
sub2_special_dlcgun3,sub_category_weapon_special,MDLC3_DLCGUN3,challenge_iw5_dlcgun3,weapon_dlcgun3,300,152
sub2_special_riotshield,sub_category_weapon_special,WEAPON_RIOTSHIELD,challenge_iw5_riotshield,weapon_riotshield,300,152
sub2_special_microdrone,sub_category_weapon_special,WEAPON_MICRO_DRONE_LAUNCHER,challenge_iw5_microdrone,weapon_microdronelauncher,300,152
sub2_special_crossbow,sub_category_weapon_special,WEAPON_EXPLOSIVE_EXO_CROSSBOW,challenge_iw5_exocrossbow,weapon_crossbow,300,152
sub2_pistol_class_marksman,sub_category_weapon_pistol,CHALLENGE_CLASS_MARKSMAN,marksman_class_pistol,ui_challenge_pistols,,
sub2_pistol_1911,sub_category_weapon_pistol,MDLC5_DLCGUN13,challenge_iw5_1911,,,
sub2_pistol_atlas45,sub_category_weapon_pistol,WEAPON_ATLAS45,challenge_iw5_titan45,weapon_titan45,300,152
sub2_pistol_rw1,sub_category_weapon_pistol,WEAPON_RW1,challenge_iw5_rw1,weapon_rw1,300,152
sub2_pistol_mp443,sub_category_weapon_pistol,WEAPON_PBW,challenge_iw5_pbw,weapon_pbw,300,152
sub2_pistol_vbr,sub_category_weapon_pistol,WEAPON_VBR,challenge_iw5_vbr,weapon_vbr,300,152
sub2_launcher_class_marksman,sub_category_weapon_launcher,CHALLENGE_CLASS_MARKSMAN,marksman_class_launcher,ui_challenge_launchers,,
sub2_launcher_stingerm7,sub_category_weapon_launcher,WEAPON_STINGERM7,challenge_iw5_stingerm7,weapon_stingerm7,300,152
sub2_launcher_maaws,sub_category_weapon_launcher,WEAPON_MAAWS,challenge_iw5_maaws,weapon_maaws,300,152
sub2_launcher_mahem,sub_category_weapon_launcher,WEAPON_MAHEM,challenge_iw5_mahem,weapon_mahem,300,152
sub2_reddot,sub_category_reticles,WEAPON_REDDOT,opticsreddot,weapon_attachment_reflex,,
sub2_variabledot,sub_category_reticles,MPUI_VARIABLEREDDOT,variablereddot,weapon_attachment_hybrid,,
sub2_acog,sub_category_reticles,WEAPON_ACOG,opticsacog2,weapon_attachment_acog,,
sub2_autofocus,sub_category_reticles,MPUI_EOTECH,opticseotech,weapon_attachment_eotech,,
sub2_enhancer,sub_category_reticles,WEAPON_ATTACHMENT_TARGETENHANCER,opticstargetenhancer,weapon_attachment_targetenhancer,,
sub2_reticlemastery,sub_category_reticles,CHALLENGE_RETICLE_MASTERY,reticlemastery,ui_challenge_reticles,,
