1,headshots,medal_kill_headshot,SPLASHES_HEADSHOT,SPLASHES_HEADSHOT_DESC,count,headshot,combat,
1,avengekills,medal_kill_avenger,SPLASHES_AVENGER,SPLASHES_AVENGER_DESC,count,avenger,combat,
1,comebacks,medal_kill_comeback,SPLASHES_COMEBACK,SPLASHES_COMEBACK_DESC,count,comeback,combat,
1,rescues,medal_kill_savior,SPLASHES_DEFENDER,SPLASHES_DEFENDER_DESC,count,defender,combat,
1,longshots,medal_kill_longshot,SPLASHES_LONGSHOT,SPLASHES_LONGSHOT_DESC,count,longshot,combat,
1,revengekills,medal_kill_revenge,SPLASHES_REVENGE,SPLASHES_REVENGE_DESC,count,revenge,combat,
1,bulletpenkills,medal_kill_puncture,SPLASHES_BULLETPEN,SPLASHES_BULLETPEN_DESC,count,bulletpen,combat,
1,throwback_kill,medal_kill_return_to_sender,SPLASHES_THROWBACK_KILL,SPLASHES_THROWBACK_KILL_DESC,count,throwback_kill,combat,
0,kills,award_skull,,,count,kill,,
0,longestkillstreak,award_skull,,,count,,,
0,knifekills,award_hero,,,count,,,
0,kdratio,award_skull,,,float,,,
0,deaths,award_triumph,,,count,,,
1,flagscaptured,medal_gamemode_playmaker,SPLASHES_FLAG_CAPTURED,SPLASHES_FLAG_CAPTURED_DESC,count,flag_capture,gamemode,
1,flagsreturned,medal_gamemode_homeward,SPLASHES_FLAGRETURN,SPLASHES_FLAGRETURN_DESC,count,flag_return,gamemode,
1,flagcarrierkills,medal_gamemode_takedown,SPLASHES_KILLED_FLAG_CARRIER,SPLASHES_KILLED_FLAG_CARRIER_DESC,count,kill_flag_carrier,gamemode,
1,flagscarried,medal_gamemode_snagged,SPLASHES_FLAGPICKUP,SPLASHES_FLAGPICKUP_DESC,count,flag_pickup,gamemode,
1,killsasflagcarrier,medal_gamemode_denied,SPLASHES_KILL_WITH_FLAG,SPLASHES_KILL_WITH_FLAG_DESC,count,kill_with_flag,gamemode,
1,pointscaptured,medal_gamemode_secure,SPLASHES_CAPTURE,SPLASHES_CAPTURE_DESC,count,capture,gamemode,
1,hp_secure,medal_gamemode_hardpoint_secure,SPLASHES_HP_SECURE,SPLASHES_HP_SECURE_DESC,count,hp_secure,gamemode,
1,bombsplanted,medal_gamemode_countdown,SPLASHES_PLANT,SPLASHES_PLANT_DESC,count,plant,gamemode,
1,bombsdefused,medal_gamemode_hero,SPLASHES_DEFUSE,SPLASHES_DEFUSE_DESC,count,defuse,gamemode,
1,targetsdestroyed,medal_gamemode_bomber,SPLASHES_DESTROY,SPLASHES_DESTROY_DESC,count,destroy,gamemode,
0,killsconfirmed,medal_gamemode_collector,SPLASHES_COLLECTOR,SPLASHES_COLLECTOR_DESC,count,sr_tag_elimination,,
0,killsdenied,medal_gamemode_revive,SPLASHES_SR_TAG_REVIVE,SPLASHES_SR_TAG_REVIVE_DESC,count,sr_tag_revive,,
1,firstblood,medal_kill_first_blood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD_DESC,count,firstblood,combat,
1,posthumous,medal_kill_after_life,SPLASHES_POSTHUMOUS,SPLASHES_POSTHUMOUS_DESC,count,posthumous,combat,
1,assistedsuicide,medal_kill_assisted_suicide,SPLASHES_ASSISTEDSUICIDE,SPLASHES_ASSISTEDSUICIDE_DESC,count,assistedsuicide,combat,
1,buzzkill,medal_kill_buzzkill,SPLASHES_BUZZKILL,SPLASHES_BUZZKILL_DESC,count,buzzkill,combat,
1,oneshotkill,medal_kill_one_shot_one_kill,SPLASHES_ONE_SHOT_KILL,SPLASHES_ONE_SHOT_KILL_DESC,count,oneshotkill,combat,
1,air_to_air_kill,medal_kill_dogfight,SPLASHES_AIR_TO_AIR_KILL,SPLASHES_AIR_TO_AIR_KILL_DESC,count,air_to_air_kill,combat,
1,air_to_ground_kill,medal_kill_strafe,SPLASHES_AIR_TO_GROUND_KILL,SPLASHES_AIR_TO_GROUND_KILL_DESC,count,air_to_ground_kill,combat,
1,ground_to_air_kill,medal_kill_skeet_shooter,SPLASHES_GROUND_TO_AIR_KILL,SPLASHES_GROUND_TO_AIR_KILL_DESC,count,ground_to_air_kill,combat,
