general,em_bg_calling_card_00,0,0
general,em_bg_calling_card_01,0,1
general,em_bg_calling_card_02,0,2
general,em_bg_calling_card_03,0,3
general,em_bg_calling_card_04,0,4
general,em_bg_calling_card_05,1,0
general,em_bg_calling_card_06,1,1
general,em_bg_calling_card_07,1,2
general,em_bg_calling_card_08,1,3
general,em_bg_calling_card_09,1,4
general,em_bg_calling_card_10,2,0
general,em_bg_calling_card_11,2,1
general,em_bg_calling_card_12,2,2
general,em_bg_calling_card_13,2,3
general,em_bg_calling_card_14,2,4
general,em_bg_calling_card_15,3,0
general,em_bg_calling_card_16,3,1
general,em_bg_calling_card_17,3,2
general,em_bg_calling_card_18,3,3
general,em_bg_calling_card_19,3,4
general,em_bg_calling_card_20,4,0
general,em_bg_calling_card_21,4,1
general,em_bg_calling_card_22,4,2
general,em_bg_calling_card_23,4,3
general,em_bg_calling_card_24,4,4
general,em_bg_calling_card_25,5,0
general,em_bg_calling_card_26,5,1
general,em_bg_calling_card_27,5,2
general,em_bg_calling_card_28,5,3
general,em_bg_calling_card_29,5,4
general,em_bg_calling_card_30,6,0
general,em_bg_calling_card_31,6,1
general,em_bg_calling_card_32,6,2
attachments,em_bg_attachment_advancedrifling,0,0
attachments,em_bg_attachment_akimbo_cc,0,1
attachments,em_bg_attachment_dualmags,0,2
attachments,em_bg_attachment_extendedmags,0,3
attachments,em_bg_attachment_foregripmarksmaniii,0,4
attachments,em_bg_attachment_heatsink_cc,1,0
attachments,em_bg_attachment_ironsight,1,1
attachments,em_bg_attachment_lasersight,1,2
attachments,em_bg_attachment_lightweightgrip,1,3
attachments,em_bg_attachment_lightweightstock,1,4
attachments,em_bg_attachment_parabolicmic,2,0
attachments,em_bg_attachment_rapidfire,2,1
attachments,em_bg_attachment_stabilizer_marksman_iii,2,2
attachments,em_bg_attachment_suppressor_cc,2,3
attachments,em_bg_attachment_tacticalknife,2,4
attachments,em_bg_attachment_thermalsight,3,0
attachments,em_bg_attachment_trackerrounds,3,1
attachments,em_bg_attachment_underbarrellauncher,3,2
attachments,em_bg_attachment_variablezoom,3,3
gamemodes,em_bg_gamemode_capture_flag_mastery,0,0
gamemodes,em_bg_gamemode_capture_flag_mvp,0,1
gamemodes,em_bg_gamemode_capture_flag_win,0,2
gamemodes,em_bg_gamemode_domination_mastery,0,3
gamemodes,em_bg_gamemode_domination_mvp,0,4
gamemodes,em_bg_gamemode_domination_win,1,0
gamemodes,em_bg_gamemode_freeforall_mastery,1,1
gamemodes,em_bg_gamemode_freeforall_mvp3,1,2
gamemodes,em_bg_gamemode_freeforall_wins3,1,3
gamemodes,em_bg_gamemode_infected_mastery,1,4
gamemodes,em_bg_gamemode_infected_mvp,2,0
gamemodes,em_bg_gamemode_infected_wins,2,1
gamemodes,em_bg_gamemode_kill_confirmed_mastery,2,2
gamemodes,em_bg_gamemode_kill_confirmed_mvp_iii,2,3
gamemodes,em_bg_gamemode_kill_confirmed_wins_iii,2,4
gamemodes,em_bg_gamemode_momentum_mastery3,3,0
gamemodes,em_bg_gamemode_momentum_mvp3,3,1
gamemodes,em_bg_gamemode_momentum_wins3,3,2
gamemodes,em_bg_gamemode_search_destroy_mastery,3,3
gamemodes,em_bg_gamemode_search_destroy_mvp,3,4
gamemodes,em_bg_gamemode_search_destroy_win,4,0
gamemodes,em_bg_gamemode_search_rescue_mastery,4,1
gamemodes,em_bg_gamemode_search_rescue_mvp,4,2
gamemodes,em_bg_gamemode_search_rescue_win,4,3
gamemodes,em_bg_gamemode_tdm_mastery,4,4
gamemodes,em_bg_gamemode_tdm_mvp3,5,0
gamemodes,em_bg_gamemode_tdm_wins3,5,1
gamemodes,em_bg_gamemode_uplink_mastery,5,2
gamemodes,em_bg_gamemode_uplink_mvp,5,3
gamemodes,em_bg_gamemode_uplink_wins,5,4
gamemodes,em_bg_hardpoint_mastery,6,0
gamemodes,em_bg_hardpoint_mvp_iii,6,1
gamemodes,em_bg_hardpoint_wins_iii,6,2
exo_mechanics,em_bg_exomechanics_buzz_tower,0,0
exo_mechanics,em_bg_exomechanics_cominginhotv,0,1
exo_mechanics,em_bg_exomechanics_evasivemanueversv,0,2
exo_mechanics,em_bg_exomechanics_pullv,0,3
exo_mechanics,em_bg_exomechanics_redbaronv,0,4
exo_mechanics,em_bg_exomechanics_thefinalfrontier,1,0
exo_mechanics,em_bg_ability_cloak,1,1
exo_mechanics,em_bg_ability_stim,1,2
exo_mechanics,em_bg_ability_mute,1,3
exo_mechanics,em_bg_ability_ping,1,4
exo_mechanics,em_bg_ability_shield,2,0
exo_mechanics,em_bg_ability_overclock,2,1
exo_mechanics,em_bg_ability_hover,2,2
exo_mechanics,em_bg_ability_trophy,2,3
exo_mechanics,em_bg_launcher_emp,2,4
exo_mechanics,em_bg_launcher_frag,3,0
exo_mechanics,em_bg_launcher_knife,3,1
exo_mechanics,em_bg_launcher_semtex,3,2
exo_mechanics,em_bg_launcher_smoke,3,3
exo_mechanics,em_bg_launcher_stun,3,4
exo_mechanics,em_bg_launcher_threat,4,0
exo_mechanics,em_bg_launcher_trackingdrone,4,1
exo_mechanics,em_bg_launcher_variable,4,2
weapons,em_bg_marksman_mastery,0,0
weapons,em_bg_marksman_primarymastery,0,1
weapons,em_bg_marksman_secondarymastery,0,2
weapons,em_bg_marksman_hbra35,0,3
weapons,em_bg_marksman_ak125,0,4
weapons,em_bg_marksman_amr95,1,0
weapons,em_bg_marksman_arx1605,1,1
weapons,em_bg_marksman_asm15,1,2
weapons,em_bg_marksman_atlas455,1,3
weapons,em_bg_marksman_atlassaw5,1,4
weapons,em_bg_marksman_bal275,2,0
weapons,em_bg_marksman_bulldog5,2,1
weapons,em_bg_marksman_crossbow5,2,2
weapons,em_bg_marksman_em15,2,3
weapons,em_bg_marksman_epm35,2,4
weapons,em_bg_marksman_exoweapon,3,0
weapons,em_bg_marksman_imr5,3,1
weapons,em_bg_marksman_kf55,3,2
weapons,em_bg_marksman_lsat5,3,3
weapons,em_bg_marksman_lynx5,3,4
weapons,em_bg_marksman_m9905,4,0
weapons,em_bg_marksman_maaws5,4,1
weapons,em_bg_marksman_mahem5,4,2
weapons,em_bg_marksman_microdrone5,4,3
weapons,em_bg_marksman_mk145,4,4
weapons,em_bg_marksman_mors5,5,0
weapons,em_bg_marksman_mp115,5,1
weapons,em_bg_marksman_mp4435,5,2
weapons,em_bg_marksman_rhino5,5,3
weapons,em_bg_marksman_riotshield5,5,4
weapons,em_bg_marksman_rw15,6,0
weapons,em_bg_marksman_sac35,6,1
weapons,em_bg_marksman_sn65,6,2
weapons,em_bg_marksman_stingerm75,6,3
weapons,em_bg_marksman_tac195,6,4
weapons,em_bg_marksman_thor5,7,0
weapons,em_bg_marksman_vbr5,7,1
perks,em_bg_perks_blast_supressor,0,0
perks,em_bg_perks_blindeye,0,1
perks,em_bg_perks_coldblooded,0,2
perks,em_bg_perks_dexterity,0,3
perks,em_bg_perks_fasthands,0,4
perks,em_bg_perks_feedgreed,1,0
perks,em_bg_perks_flakjacket,1,1
perks,em_bg_perks_gung_ho,1,2
perks,em_bg_perks_hardline,1,3
